epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.0684425380953061,0.9990250243743907,1.0,0.9973474801061007,0.99867197875166,0.9999950021036601,0.9999914377226291
2,0.0036340606204694906,1.0,1.0,1.0,1.0,1.0,1.0
3,0.001429949237213036,0.9996750081247969,1.0,0.9991158267020336,0.9995577178239717,0.9999995456457873,0.9999992189281821
4,0.000466659891793344,0.9996750081247969,1.0,0.9991158267020336,0.9995577178239717,0.99999500210366,0.9999914834445905
