epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.06916566779340348,0.998211091234347,0.9964881474978051,0.9982409850483729,0.9973637961335676,0.999962709200394,0.9999321839528739
2,0.004628227156922561,0.9994036970781157,1.0,0.9982409850483729,0.9991197183098591,0.9996068597616007,0.999588216325887
3,0.0009243193397236548,0.9994036970781157,1.0,0.9982409850483729,0.9991197183098591,0.999794503891533,0.9997239074944037
4,0.00042189821208351707,0.9994036970781157,1.0,0.9982409850483729,0.9991197183098591,0.9998020413935809,0.9997301516310825
