epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.05878542184176194,0.9987673886247579,0.9991011235955056,0.9977558348294434,0.998428026049854,0.9997426135686738,0.9997864030562448
2,0.004603145373687398,0.9994717379820391,0.9995509654243376,0.9991023339317774,0.9993265993265993,0.9999979190586653,0.9999967706073764
3,0.0014922620551907457,0.9998239126606797,0.9995513683266039,1.0,0.9997756338344178,0.9999998699411665,0.9999997986392848
4,0.0006708843703743394,0.9996478253213594,0.9995511669658886,0.9995511669658886,0.9995511669658886,0.9999992196469996,0.9999987904784239
