epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.0618114430604739,0.9992956506427187,1.0,0.9982046678635548,0.9991015274034142,0.999997138705665,0.9999955788028871
2,0.003984098574069949,0.9991195633033985,0.9991019308486754,0.998653500897666,0.9988776655443322,0.9999988294704992,0.9999981866673294
3,0.001080768550134145,0.9991195633033985,0.9995505617977528,0.9982046678635548,0.9988771614641815,0.9999972687644983,0.999995788041347
4,0.0005220567430671905,0.9991195633033985,0.9991019308486754,0.998653500897666,0.9988776655443322,0.999998439293999,0.9999975838495796
