epoch,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_balanced_accuracy,val_mcc
1,0.05782155084064077,0.9990900818926297,1.0,0.9975786924939467,0.9987878787878788,0.9997990950098476,0.9998022834561779,0.9987893462469734,0.9980614274098211
2,0.0023779713476462273,0.9996360327570518,1.0,0.9990314769975787,0.999515503875969,0.9999615979217699,0.9999436375146216,0.9995157384987894,0.9992243445904289
3,0.001683117718381935,0.9996360327570518,0.9995157384987894,0.9995157384987894,0.9995157384987894,0.9999782576468844,0.9999663606171802,0.9996120966546425,0.999224193309285
4,0.0009094608391317206,0.9996360327570518,0.9995157384987894,0.9995157384987894,0.9995157384987894,0.9999851756683302,0.999976567991877,0.9996120966546425,0.999224193309285
