accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,mcc,tn,fp,fn,tp,errors,n,elapsed_seconds,model
0.9984082065794128,0.9990904956798545,0.9968239564428312,0.9979559391324098,0.9995866540414003,0.9995242743986726,0.9981221231489519,0.996654262013524,3448,2,7,2197,9,5654,5.910709381103516,Char LinearSVC
0.996462681287584,0.9986301369863013,0.9922867513611615,0.9954483386436049,0.9993468397380258,0.9993398781195494,0.9957085930718851,0.9925691816502538,3447,3,17,2187,20,5654,7.544007062911987,Char Logistic Regression
